Date,KOSPI,KOSPI200,KOSPI4,KOSDAQ,VKOSPI
2025-04-15,2477.41 ,328.14 ,2153.55 ,711.92 ,24.48 
2025-04-16,2447.43 ,323.53 ,2137.16 ,699.11 ,26.62 
2025-04-17,2470.41 ,326.30 ,2150.57 ,711.75 ,24.59 
2025-04-18,2483.42 ,328.35 ,2169.47 ,717.77 ,23.66 
2025-04-21,2488.42 ,329.31 ,2181.37 ,715.45 ,25.08 
2025-04-22,2486.64 ,328.61 ,2188.42 ,716.12 ,24.85 
2025-04-23,2525.56 ,333.94 ,2199.03 ,726.08 ,22.74 
2025-04-24,2522.33 ,333.72 ,2198.90 ,726.08 ,22.79 
2025-04-25,2546.30 ,336.87 ,2213.46 ,729.69 ,21.43 
2025-04-28,2548.86 ,337.08 ,2202.36 ,719.41 ,21.23 
2025-04-29,2565.42 ,339.06 ,2222.35 ,726.46 ,20.70 
2025-04-30,2556.61 ,338.74 ,2214.28 ,717.24 ,20.74 
2025-05-02,2559.79 ,338.79 ,2206.23 ,721.86 ,20.93 
2025-05-07,2573.80 ,341.31 ,2209.81 ,722.81 ,21.01 
2025-05-08,2579.48 ,341.47 ,2219.90 ,729.59 ,19.76 
2025-05-09,2577.27 ,341.49 ,2215.84 ,722.52 ,19.48 
2025-05-12,2607.33 ,347.08 ,2244.13 ,725.40 ,19.20 
2025-05-13,2608.42 ,347.17 ,2246.93 ,731.88 ,17.86 
2025-05-14,2640.57 ,351.79 ,2265.56 ,739.05 ,17.86 
2025-05-15,2621.36 ,349.16 ,2253.16 ,733.23 ,18.29 
2025-05-16,2626.87 ,350.45 ,2236.28 ,725.07 ,18.13 
2025-05-19,2603.42 ,346.57 ,2225.43 ,713.75 ,19.69 
2025-05-20,2601.80 ,347.02 ,2251.44 ,715.55 ,19.18 
2025-05-21,2625.58 ,349.38 ,2263.59 ,723.62 ,19.48 
2025-05-22,2593.67 ,344.80 ,2251.93 ,717.67 ,19.95 
2025-05-23,2592.09 ,345.28 ,2264.10 ,715.98 ,19.59 
2025-05-26,2644.40 ,352.11 ,2275.59 ,725.27 ,19.63 
2025-05-27,2637.22 ,351.28 ,2274.11 ,727.11 ,20.01 
2025-05-28,2670.15 ,356.36 ,2294.91 ,728.79 ,20.67 
2025-05-29,2720.64 ,363.08 ,2341.78 ,736.29 ,21.97 
2025-05-30,2697.67 ,359.62 ,2346.44 ,734.35 ,22.55 
2025-06-02,2698.97 ,359.69 ,2338.03 ,740.29 ,22.71 
2025-06-04,2770.84 ,369.90 ,2396.62 ,750.21 ,22.03 
2025-06-05,2812.05 ,376.54 ,2405.33 ,756.23 ,22.49 
2025-06-09,2855.77 ,382.99 ,2453.77 ,764.21 ,24.84 
2025-06-10,2871.85 ,384.79 ,2452.31 ,771.20 ,24.34 
2025-06-11,2907.04 ,389.79 ,2471.69 ,786.29 ,22.77 
2025-06-12,2920.03 ,390.62 ,2484.10 ,789.45 ,22.17 
2025-06-13,2894.62 ,387.30 ,2443.58 ,768.86 ,24.91 
2025-06-16,2946.66 ,394.16 ,2479.53 ,777.26 ,24.77 
2025-06-17,2950.30 ,395.18 ,2465.28 ,775.65 ,25.82 
2025-06-18,2972.19 ,398.86 ,2465.63 ,779.73 ,25.78 
2025-06-19,2977.74 ,399.29 ,2479.18 ,782.51 ,24.69 
2025-06-20,3021.84 ,405.32 ,2479.91 ,791.53 ,23.97 
2025-06-23,3014.47 ,404.32 ,2477.01 ,784.79 ,24.76 
2025-06-24,3103.64 ,417.76 ,2509.60 ,800.93 ,25.76 
2025-06-25,3108.25 ,419.51 ,2509.23 ,798.21 ,25.69 
2025-06-26,3079.56 ,415.66 ,2480.22 ,787.95 ,25.12 
2025-06-27,3055.94 ,412.72 ,2464.03 ,781.56 ,24.27 
2025-06-30,3071.70 ,414.60 ,2480.39 ,781.50 ,23.99 
2025-07-01,3089.65 ,416.26 ,2527.73 ,783.67 ,23.96 
2025-07-02,3075.06 ,414.43 ,2525.38 ,782.17 ,23.95 
2025-07-03,3116.27 ,420.94 ,2538.96 ,793.33 ,23.96 
2025-07-04,3054.28 ,412.74 ,2501.12 ,775.80 ,25.48 
2025-07-07,3059.47 ,413.02 ,2506.24 ,778.46 ,24.87 
2025-07-08,3114.95 ,421.22 ,2545.54 ,784.24 ,23.52 
2025-07-09,3133.74 ,422.02 ,2601.54 ,790.36 ,21.85 
2025-07-10,3183.23 ,428.42 ,2630.97 ,797.70 ,21.01 
2025-07-11,3175.77 ,428.07 ,2636.13 ,800.47 ,21.66 
2025-07-14,3202.03 ,432.49 ,2656.13 ,799.37 ,22.56 
2025-07-15,3215.28 ,434.78 ,2648.93 ,812.88 ,22.47 
2025-07-16,3186.38 ,431.16 ,2625.45 ,812.23 ,22.27 
2025-07-17,3192.29 ,431.64 ,2617.98 ,818.27 ,21.74 
2025-07-18,3188.07 ,431.10 ,2592.15 ,820.67 ,20.50 
2025-07-21,3210.81 ,434.56 ,2584.71 ,821.69 ,20.40 
2025-07-22,3169.94 ,428.05 ,2564.92 ,812.97 ,21.22 
2025-07-23,3183.77 ,430.04 ,2560.56 ,813.56 ,21.09 
2025-07-24,3190.45 ,430.03 ,2528.04 ,809.89 ,21.45 
2025-07-25,3196.05 ,430.78 ,2522.37 ,806.95 ,21.68 
2025-07-28,3209.52 ,433.37 ,2479.61 ,804.40 ,22.33 
2025-07-29,3230.57 ,435.84 ,2486.67 ,804.45 ,22.34 
2025-07-30,3254.47 ,439.81 ,2486.56 ,803.67 ,22.82 
2025-07-31,3245.44 ,438.60 ,2489.43 ,805.24 ,21.85 
2025-08-01,3119.41 ,420.72 ,2406.93 ,772.79 ,25.87 
2025-08-04,3147.75 ,424.79 ,2438.27 ,784.06 ,24.05 
2025-08-05,3198.00 ,431.25 ,2459.48 ,798.60 ,22.31 
2025-08-06,3198.14 ,430.68 ,2483.31 ,803.49 ,21.93 
2025-08-07,3227.68 ,435.35 ,2485.19 ,805.81 ,21.08 
2025-08-08,3210.01 ,433.47 ,2484.69 ,809.27 ,20.79 
2025-08-11,3206.77 ,433.29 ,2477.34 ,811.85 ,20.34 
2025-08-12,3189.91 ,431.63 ,2469.76 ,807.19 ,21.15 
2025-08-13,3224.37 ,436.92 ,2464.19 ,814.10 ,20.11 
2025-08-14,3225.66 ,436.57 ,2460.58 ,815.26 ,20.46 
2025-08-18,3177.28 ,429.19 ,2434.25 ,798.05 ,21.37 
2025-08-19,3151.56 ,426.18 ,2418.50 ,787.96 ,21.50 
2025-08-20,3130.09 ,423.66 ,2403.59 ,777.61 ,22.13 
2025-08-21,3141.74 ,424.41 ,2408.88 ,777.24 ,21.38 
2025-08-22,3168.73 ,428.50 ,2412.91 ,782.51 ,21.09 
2025-08-25,3209.86 ,433.89 ,2426.29 ,798.02 ,20.10 
2025-08-26,3179.36 ,429.41 ,2421.14 ,801.66 ,20.37 
2025-08-27,3187.16 ,430.31 ,2416.25 ,801.72 ,19.97 
2025-08-28,3196.32 ,431.81 ,2437.09 ,798.43 ,19.31 
2025-08-29,3186.01 ,430.12 ,2431.07 ,796.91 ,19.52 
2025-09-01,3142.93 ,423.33 ,2409.89 ,785.00 ,20.40 
2025-09-02,3172.35 ,428.15 ,2402.12 ,794.00 ,19.57 
2025-09-03,3184.42 ,430.37 ,2410.05 ,796.81 ,19.74 
2025-09-04,3200.83 ,432.32 ,2428.05 ,805.42 ,19.26 
2025-09-05,3205.12 ,432.86 ,2434.20 ,811.40 ,18.43 
2025-09-08,3219.59 ,434.85 ,2452.32 ,818.60 ,18.36 
2025-09-09,3260.05 ,441.28 ,2473.91 ,824.82 ,18.70 
2025-09-10,3314.53 ,450.05 ,2493.80 ,833.00 ,20.38 
2025-09-11,3344.20 ,454.00 ,2497.94 ,834.76 ,20.06 
2025-09-12,3395.54 ,462.74 ,2507.71 ,847.08 ,20.61 
2025-09-15,3407.31 ,464.65 ,2524.48 ,852.69 ,20.71 
2025-09-16,3449.62 ,472.85 ,2519.07 ,851.84 ,21.03 
2025-09-17,3413.40 ,466.99 ,2516.50 ,845.53 ,21.10 
2025-09-18,3461.30 ,475.34 ,2531.91 ,857.11 ,20.69 
2025-09-19,3445.24 ,473.44 ,2510.33 ,863.11 ,20.68 
2025-09-22,3468.65 ,478.29 ,2511.33 ,874.36 ,20.94 
2025-09-23,3486.19 ,481.54 ,2502.91 ,872.21 ,20.98 
2025-09-24,3472.14 ,480.39 ,2479.35 ,860.94 ,21.20 
2025-09-25,3471.11 ,480.63 ,2479.36 ,852.48 ,20.62 
2025-09-26,3386.05 ,468.03 ,2454.01 ,835.19 ,21.77 
2025-09-29,3431.21 ,475.22 ,2474.13 ,846.71 ,20.96 
2025-09-30,3424.60 ,474.03 ,2448.18 ,841.99 ,20.62 
2025-10-01,3455.83 ,479.37 ,2447.08 ,845.34 ,20.55 
2025-10-02,3549.21 ,493.41 ,2456.93 ,854.25 ,22.34 
2025-10-10,3610.60 ,506.97 ,2445.83 ,859.49 ,23.90 
2025-10-13,3584.55 ,501.87 ,2433.44 ,860.49 ,28.03 
2025-10-14,3561.81 ,496.89 ,2424.88 ,847.96 ,30.45 
2025-10-15,3657.28 ,510.55 ,2462.57 ,864.72 ,27.66 
2025-10-16,3748.37 ,524.45 ,2471.20 ,865.41 ,29.89 
2025-10-17,3748.89 ,525.48 ,2448.51 ,859.54 ,34.58 
2025-10-20,3814.69 ,535.28 ,2467.88 ,875.77 ,30.90 
2025-10-21,3823.84 ,535.28 ,2461.11 ,872.50 ,30.62 
2025-10-22,3883.68 ,542.59 ,2485.16 ,879.15 ,29.98 
2025-10-23,3845.56 ,536.37 ,2475.09 ,872.03 ,30.63 
2025-10-24,3941.59 ,550.01 ,2484.09 ,883.08 ,31.29 
2025-10-27,4042.83 ,565.69 ,2507.24 ,902.70 ,32.94 
2025-10-28,4010.41 ,559.51 ,2508.74 ,903.30 ,33.24 
2025-10-29,4081.15 ,571.51 ,2493.98 ,901.59 ,32.63 
2025-10-30,4086.89 ,575.21 ,2460.96 ,890.86 ,31.89 
2025-10-31,4107.50 ,579.46 ,2454.49 ,900.42 ,30.40 
2025-11-03,4221.87 ,599.03 ,2448.96 ,914.55 ,32.89 
2025-11-04,4121.74 ,581.94 ,2445.05 ,926.57 ,35.78 
2025-11-05,4004.42 ,565.40 ,2423.94 ,901.89 ,40.51 
2025-11-06,4026.45 ,568.38 ,2443.05 ,898.17 ,40.20 
2025-11-07,3953.76 ,557.98 ,2416.26 ,876.81 ,41.88 
2025-11-10,4073.24 ,575.31 ,2470.64 ,888.35 ,39.75 
2025-11-11,4106.39 ,581.41 ,2464.29 ,884.27 ,38.93 
2025-11-12,4150.39 ,586.73 ,2510.89 ,906.51 ,36.10 
2025-11-13,4170.63 ,588.65 ,2517.73 ,918.37 ,33.34 
2025-11-14,4011.57 ,563.43 ,2476.77 ,897.90 ,36.66 
2025-11-17,4089.25 ,576.65 ,2479.86 ,902.67 ,34.36 
2025-11-18,3953.62 ,556.45 ,2425.58 ,878.70 ,39.26 
2025-11-19,3929.51 ,552.66 ,2428.27 ,871.32 ,39.51 
2025-11-20,4004.85 ,564.20 ,2464.78 ,891.94 ,36.28 
2025-11-21,3853.26 ,540.36 ,2425.50 ,863.95 ,41.38 
2025-11-24,3846.06 ,540.81 ,2413.65 ,856.44 ,38.72 
2025-11-25,3857.78 ,544.62 ,2409.36 ,856.03 ,37.16 
2025-11-26,3960.87 ,559.37 ,2444.73 ,877.32 ,33.06 
2025-11-27,3986.91 ,563.36 ,2452.83 ,880.06 ,30.79 
2025-11-28,3926.59 ,554.00 ,2478.47 ,912.67 ,30.24 
2025-12-01,3920.37 ,553.96 ,2478.41 ,922.38 ,31.55 
2025-12-02,3994.93 ,565.72 ,2505.30 ,928.42 ,29.73 
2025-12-03,4036.30 ,570.79 ,2534.93 ,932.01 ,29.36 
2025-12-04,4028.51 ,569.75 ,2520.44 ,929.83 ,28.40 
2025-12-05,4100.05 ,580.81 ,2545.59 ,924.74 ,26.95 
2025-12-08,4154.85 ,589.17 ,2540.81 ,927.79 ,27.33 
2025-12-09,4143.55 ,585.76 ,2534.32 ,931.35 ,27.87 
2025-12-10,4135.00 ,585.52 ,2527.10 ,935.00 ,27.64 
2025-12-11,4110.62 ,580.16 ,2559.03 ,934.64 ,27.40 
2025-12-12,4167.16 ,587.93 ,2587.05 ,937.34 ,25.05 
2025-12-15,4090.59 ,574.49 ,2584.96 ,938.83 ,26.92 
2025-12-16,3999.13 ,561.52 ,2552.70 ,916.11 ,28.37 
2025-12-17,4056.41 ,572.62 ,2571.23 ,911.07 ,26.78 
2025-12-18,3994.51 ,565.65 ,2552.17 ,901.33 ,27.86 
2025-12-19,4020.55 ,568.40 ,2560.93 ,915.27 ,27.27 
2025-12-22,4105.93 ,582.73 ,2576.91 ,929.14 ,27.19 
2025-12-23,4117.32 ,584.64 ,2556.68 ,919.56 ,26.11 
2025-12-24,4108.62 ,584.21 ,2552.46 ,915.20 ,25.99 
2025-12-26,4129.68 ,590.08 ,2546.05 ,919.67 ,26.20 
2025-12-29,4220.56 ,605.69 ,2523.79 ,932.59 ,27.48 
2025-12-30,4214.17 ,605.98 ,2517.45 ,925.47 ,28.85 
2026-01-02,4309.63 ,624.17 ,2520.41 ,945.57 ,30.60 
2026-01-05,4457.52 ,648.74 ,2519.37 ,957.50 ,33.03 
2026-01-06,4525.48 ,659.45 ,2515.26 ,955.97 ,34.33 
2026-01-07,4551.06 ,664.48 ,2496.28 ,947.39 ,35.57 
2026-01-08,4552.37 ,664.18 ,2453.85 ,944.06 ,35.21 
2026-01-09,4586.32 ,668.25 ,2468.01 ,947.92 ,34.16 
2026-01-12,4624.79 ,672.86 ,2486.09 ,949.81 ,33.50 
2026-01-13,4692.64 ,680.71 ,2490.26 ,948.98 ,32.52 
2026-01-14,4723.10 ,685.76 ,2513.45 ,942.18 ,31.57 
2026-01-15,4797.55 ,696.39 ,2526.00 ,951.16 ,32.39 
2026-01-16,4840.74 ,704.64 ,2530.18 ,954.59 ,31.62 
2026-01-19,4904.66 ,713.96 ,2539.45 ,968.36 ,32.99 
2026-01-20,4885.75 ,708.48 ,2563.88 ,976.37 ,34.56 
2026-01-21,4909.93 ,714.94 ,2532.27 ,951.29 ,35.58 
2026-01-22,4952.53 ,722.30 ,2550.62 ,970.35 ,36.36 
2026-01-23,4990.07 ,727.29 ,2582.63 ,993.93 ,34.09 
2026-01-26,4949.59 ,720.04 ,2601.05 ,1064.41 ,34.35 
2026-01-27,5084.85 ,745.13 ,2600.47 ,1082.59 ,34.81 
2026-01-28,5170.81 ,758.72 ,2621.84 ,1133.52 ,38.68 
2026-01-29,5221.25 ,765.59 ,2654.15 ,1164.41 ,38.92 
2026-01-30,5224.36 ,768.41 ,2650.35 ,1149.44 ,39.58 
2026-02-02,4949.67 ,725.46 ,2594.35 ,1098.36 ,47.37 
2026-02-03,5288.08 ,779.54 ,2667.55 ,1144.33 ,50.14 
2026-02-04,5371.10 ,790.38 ,2730.72 ,1149.43 ,50.70 
2026-02-05,5163.57 ,756.95 ,2713.61 ,1108.41 ,52.21 
2026-02-06,5089.14 ,748.10 ,2674.02 ,1080.77 ,51.48 
2026-02-09,5298.04 ,780.94 ,2724.75 ,1127.55 ,47.16 
2026-02-10,5301.69 ,780.76 ,2757.45 ,1115.20 ,42.00 
2026-02-11,5354.49 ,788.75 ,2774.97 ,1114.87 ,38.88 
2026-02-12,5522.27 ,816.28 ,2801.66 ,1125.99 ,40.51 
2026-02-13,5507.01 ,814.59 ,2802.10 ,1106.08 ,41.57 
2026-02-19,5677.25 ,840.24 ,2874.67 ,1160.71 ,42.56 
2026-02-20,5808.53 ,859.59 ,2907.87 ,1154.00 ,43.87 
2026-02-23,5846.09 ,865.49 ,2939.06 ,1151.99 ,46.34 
2026-02-24,5969.64 ,886.88 ,2948.96 ,1165.00 ,48.12 
2026-02-25,6083.86 ,903.83 ,2953.40 ,1165.25 ,49.57 
2026-02-26,6307.27 ,944.02 ,2916.52 ,1188.15 ,54.67 
2026-02-27,6244.13 ,933.34 ,2904.17 ,1192.78 ,54.12 
2026-03-03,5791.91 ,859.40 ,2789.85 ,1137.70 ,62.98 
2026-03-04,5093.54 ,756.79 ,2510.98 ,978.44 ,80.37 
2026-03-05,5583.90 ,831.22 ,2692.45 ,1116.41 ,73.71 
2026-03-06,5584.87 ,828.83 ,2724.40 ,1154.67 ,62.72 
2026-03-09,5251.87 ,775.31 ,2614.02 ,1102.28 ,71.82 
2026-03-10,5532.59 ,823.02 ,2675.63 ,1137.68 ,66.61 
2026-03-11,5609.95 ,834.05 ,2714.73 ,1136.83 ,63.19 
2026-03-12,5583.25 ,827.51 ,2746.00 ,1148.40 ,65.35 
2026-03-13,5487.24 ,812.93 ,2741.18 ,1152.96 ,60.76 
2026-03-16,5549.85 ,826.83 ,2720.96 ,1138.29 ,54.67 
2026-03-17,5640.48 ,840.89 ,2744.91 ,1136.94 ,52.60 
2026-03-18,5925.03 ,888.57 ,2761.82 ,1164.38 ,54.18 
2026-03-19,5763.22 ,862.37 ,2743.00 ,1143.48 ,55.47 
2026-03-20,5781.20 ,862.50 ,2823.78 ,1161.52 ,55.64 
2026-03-23,5405.75 ,804.86 ,2717.16 ,1096.89 ,62.80 
2026-03-24,5553.92 ,827.64 ,2746.92 ,1121.44 ,64.99 
2026-03-25,5642.21 ,838.70 ,2786.33 ,1159.55 ,61.50 
2026-03-26,5460.46 ,808.89 ,2755.63 ,1136.64 ,59.85 
2026-03-27,5438.87 ,805.19 ,2750.04 ,1141.51 ,60.60 
2026-03-30,5277.30 ,780.32 ,2703.65 ,1107.05 ,61.43 
2026-03-31,5052.46 ,744.57 ,2642.77 ,1052.39 ,61.48 
2026-04-01,5478.70 ,813.84 ,2735.33 ,1116.18 ,61.65 
