Date,KOSPI,KOSPI200,KOSPI4,KOSDAQ,VKOSPI
2023-10-12,2479.82 ,328.85 ,2246.25 ,835.49 ,15.70 
2023-10-13,2456.15 ,325.77 ,2240.84 ,822.78 ,15.95 
2023-10-16,2436.24 ,323.29 ,2234.49 ,810.54 ,17.07 
2023-10-17,2460.17 ,327.35 ,2251.64 ,820.38 ,16.18 
2023-10-18,2462.60 ,328.82 ,2244.39 ,808.89 ,16.00 
2023-10-19,2415.80 ,322.76 ,2202.80 ,784.04 ,18.23 
2023-10-20,2375.00 ,317.96 ,2173.67 ,769.25 ,19.53 
2023-10-23,2357.02 ,315.50 ,2160.54 ,763.69 ,19.65 
2023-10-24,2383.51 ,318.43 ,2186.40 ,784.86 ,18.82 
2023-10-25,2363.17 ,316.49 ,2201.72 ,770.84 ,18.56 
2023-10-26,2299.08 ,307.75 ,2153.57 ,743.85 ,21.14 
2023-10-27,2302.81 ,308.53 ,2151.24 ,748.49 ,20.02 
2023-10-30,2310.55 ,308.95 ,2168.71 ,757.12 ,20.03 
2023-10-31,2277.99 ,305.56 ,2144.78 ,736.10 ,19.89 
2023-11-01,2301.56 ,309.71 ,2162.11 ,739.23 ,18.79 
2023-11-02,2343.12 ,315.16 ,2187.83 ,772.84 ,17.49 
2023-11-03,2368.34 ,318.24 ,2208.44 ,782.05 ,16.70 
2023-11-06,2502.37 ,334.16 ,2231.94 ,839.45 ,18.65 
2023-11-07,2443.96 ,327.29 ,2216.30 ,824.37 ,18.23 
2023-11-08,2421.62 ,324.00 ,2212.06 ,811.02 ,17.56 
2023-11-09,2427.08 ,325.29 ,2208.98 ,802.87 ,16.84 
2023-11-10,2409.66 ,323.75 ,2192.45 ,789.31 ,17.13 
2023-11-13,2403.76 ,323.31 ,2174.46 ,774.42 ,17.68 
2023-11-14,2433.25 ,326.57 ,2200.56 ,794.19 ,17.35 
2023-11-15,2486.67 ,333.96 ,2232.62 ,809.36 ,17.24 
2023-11-16,2488.18 ,334.31 ,2244.99 ,811.11 ,16.98 
2023-11-17,2469.85 ,332.06 ,2227.68 ,799.06 ,16.55 
2023-11-20,2491.20 ,334.23 ,2243.93 ,813.08 ,16.68 
2023-11-21,2510.42 ,336.57 ,2257.94 ,817.01 ,16.18 
2023-11-22,2511.70 ,336.81 ,2260.42 ,814.61 ,15.88 
2023-11-23,2514.96 ,336.91 ,2260.26 ,815.98 ,15.13 
2023-11-24,2496.63 ,334.00 ,2266.64 ,815.00 ,15.04 
2023-11-27,2495.66 ,333.67 ,2262.04 ,810.25 ,15.20 
2023-11-28,2521.76 ,337.52 ,2266.77 ,816.44 ,15.35 
2023-11-29,2519.81 ,336.62 ,2257.70 ,822.44 ,14.60 
2023-11-30,2535.29 ,338.43 ,2270.22 ,831.68 ,14.46 
2023-12-01,2505.01 ,334.80 ,2270.85 ,827.24 ,14.50 
2023-12-04,2514.95 ,336.14 ,2270.47 ,828.52 ,14.61 
2023-12-05,2494.28 ,332.85 ,2258.49 ,813.38 ,14.84 
2023-12-06,2495.38 ,333.45 ,2271.47 ,819.54 ,14.56 
2023-12-07,2492.07 ,332.67 ,2271.17 ,813.20 ,16.85 
2023-12-08,2517.85 ,336.60 ,2280.37 ,830.37 ,14.76 
2023-12-11,2525.36 ,337.93 ,2284.71 ,835.25 ,14.59 
2023-12-12,2535.27 ,339.77 ,2280.58 ,839.53 ,14.45 
2023-12-13,2510.66 ,336.68 ,2269.27 ,829.31 ,14.30 
2023-12-14,2544.18 ,341.33 ,2271.36 ,840.59 ,14.11 
2023-12-15,2563.56 ,343.99 ,2275.93 ,838.31 ,13.98 
2023-12-18,2566.86 ,343.50 ,2286.04 ,850.96 ,14.27 
2023-12-19,2568.55 ,343.95 ,2282.60 ,858.30 ,13.85 
2023-12-20,2614.30 ,350.11 ,2303.52 ,862.98 ,14.78 
2023-12-21,2600.02 ,348.78 ,2294.27 ,859.44 ,14.93 
2023-12-22,2599.51 ,349.15 ,2297.53 ,854.62 ,14.97 
2023-12-26,2602.59 ,350.43 ,2287.33 ,848.34 ,16.25 
2023-12-27,2613.50 ,352.46 ,2263.38 ,859.79 ,16.55 
2023-12-28,2655.28 ,357.99 ,2286.39 ,866.57 ,17.78 
2024-01-02,2669.81 ,360.55 ,2297.72 ,878.93 ,18.61 
2024-01-03,2607.31 ,351.20 ,2291.04 ,871.57 ,18.28 
2024-01-04,2587.02 ,348.07 ,2281.52 ,866.25 ,18.20 
2024-01-05,2578.08 ,347.22 ,2273.59 ,878.33 ,17.80 
2024-01-08,2567.82 ,345.58 ,2274.03 ,879.34 ,17.77 
2024-01-09,2561.24 ,343.81 ,2291.38 ,884.64 ,17.42 
2024-01-10,2541.98 ,340.66 ,2291.55 ,875.46 ,16.79 
2024-01-11,2540.27 ,340.28 ,2299.78 ,882.53 ,17.14 
2024-01-12,2525.05 ,338.22 ,2285.36 ,868.08 ,16.77 
2024-01-15,2525.99 ,339.24 ,2279.34 ,859.71 ,16.84 
2024-01-16,2497.59 ,334.73 ,2267.88 ,854.83 ,17.18 
2024-01-17,2435.90 ,326.11 ,2226.46 ,833.05 ,19.31 
2024-01-18,2440.04 ,327.13 ,2237.71 ,840.33 ,18.32 
2024-01-19,2472.74 ,332.99 ,2252.95 ,842.67 ,17.64 
2024-01-22,2464.35 ,332.63 ,2243.80 ,839.69 ,18.01 
2024-01-23,2478.61 ,334.97 ,2246.47 ,840.11 ,17.39 
2024-01-24,2469.69 ,333.27 ,2229.95 ,836.21 ,17.07 
2024-01-25,2470.34 ,333.80 ,2228.50 ,823.74 ,16.92 
2024-01-26,2478.56 ,334.21 ,2244.26 ,837.24 ,16.96 
2024-01-29,2500.65 ,337.84 ,2251.94 ,819.14 ,17.27 
2024-01-30,2498.81 ,337.48 ,2263.18 ,818.86 ,17.11 
2024-01-31,2497.09 ,336.24 ,2255.39 ,799.24 ,17.02 
2024-02-01,2542.46 ,342.41 ,2290.01 ,798.73 ,16.79 
2024-02-02,2615.31 ,353.43 ,2321.29 ,814.77 ,17.79 
2024-02-05,2591.31 ,349.15 ,2330.29 ,807.99 ,18.06 
2024-02-06,2576.20 ,347.80 ,2310.43 ,807.03 ,17.59 
2024-02-07,2609.58 ,352.25 ,2328.39 ,811.92 ,17.62 
2024-02-08,2620.32 ,353.29 ,2326.81 ,826.58 ,17.24 
2024-02-13,2649.64 ,357.38 ,2347.69 ,845.15 ,18.02 
2024-02-14,2620.42 ,352.69 ,2350.00 ,853.30 ,17.98 
2024-02-15,2613.80 ,351.21 ,2341.77 ,859.21 ,17.79 
2024-02-16,2648.76 ,355.52 ,2352.37 ,857.60 ,17.41 
2024-02-19,2680.26 ,360.88 ,2382.12 ,858.47 ,18.02 
2024-02-20,2657.79 ,356.92 ,2374.53 ,866.17 ,18.09 
2024-02-21,2653.31 ,356.04 ,2365.29 ,864.07 ,18.50 
2024-02-22,2664.27 ,357.67 ,2365.70 ,870.11 ,18.22 
2024-02-23,2667.70 ,358.57 ,2359.43 ,868.57 ,18.31 
2024-02-26,2647.08 ,355.48 ,2337.14 ,867.40 ,17.94 
2024-02-27,2625.05 ,352.76 ,2311.92 ,853.75 ,17.16 
2024-02-28,2652.29 ,356.79 ,2320.60 ,863.39 ,16.83 
2024-02-29,2642.36 ,355.57 ,2314.80 ,862.96 ,16.77 
2024-03-04,2674.27 ,361.10 ,2323.89 ,872.97 ,17.33 
2024-03-05,2649.40 ,357.59 ,2317.94 ,866.37 ,17.13 
2024-03-06,2641.49 ,356.25 ,2319.43 ,870.67 ,17.25 
2024-03-07,2647.62 ,356.82 ,2301.92 ,863.37 ,17.25 
2024-03-08,2680.35 ,361.71 ,2310.34 ,873.18 ,17.25 
2024-03-11,2659.84 ,358.34 ,2304.78 ,875.93 ,18.05 
2024-03-12,2681.81 ,361.11 ,2303.76 ,889.71 ,17.80 
2024-03-13,2693.57 ,363.04 ,2312.59 ,889.93 ,16.93 
2024-03-14,2718.76 ,366.68 ,2320.12 ,887.52 ,16.51 
2024-03-15,2666.84 ,359.39 ,2315.90 ,880.46 ,16.83 
2024-03-18,2685.84 ,361.31 ,2324.78 ,894.48 ,17.12 
2024-03-19,2656.17 ,357.33 ,2320.49 ,891.91 ,16.78 
2024-03-20,2690.14 ,363.32 ,2333.97 ,891.45 ,16.92 
2024-03-21,2754.86 ,373.66 ,2351.52 ,904.29 ,17.53 
2024-03-22,2748.56 ,372.65 ,2360.51 ,903.98 ,17.13 
2024-03-25,2737.57 ,370.73 ,2360.45 ,913.69 ,17.35 
2024-03-26,2757.09 ,374.60 ,2358.81 ,916.09 ,17.34 
2024-03-27,2755.11 ,374.08 ,2348.68 ,911.25 ,17.14 
2024-03-28,2745.82 ,373.22 ,2337.00 ,910.05 ,16.88 
2024-03-29,2746.63 ,374.63 ,2329.33 ,905.50 ,16.84 
2024-04-01,2747.86 ,374.28 ,2345.16 ,912.45 ,17.13 
2024-04-02,2753.16 ,376.34 ,2325.51 ,891.59 ,17.10 
2024-04-03,2706.97 ,369.72 ,2313.44 ,879.96 ,17.63 
2024-04-04,2742.00 ,375.61 ,2326.59 ,882.90 ,17.20 
2024-04-05,2714.21 ,371.57 ,2312.19 ,872.29 ,18.12 
2024-04-08,2717.65 ,372.51 ,2296.11 ,860.57 ,18.16 
2024-04-09,2705.16 ,370.27 ,2296.42 ,859.33 ,18.09 
2024-04-11,2706.96 ,370.72 ,2289.43 ,858.10 ,18.03 
2024-04-12,2681.82 ,367.25 ,2293.30 ,860.47 ,17.59 
2024-04-15,2670.43 ,365.31 ,2287.82 ,852.42 ,18.45 
2024-04-16,2609.63 ,356.67 ,2247.31 ,832.81 ,19.95 
2024-04-17,2584.18 ,352.79 ,2251.77 ,833.03 ,20.02 
2024-04-18,2634.70 ,359.06 ,2287.65 ,855.65 ,19.42 
2024-04-19,2591.86 ,352.58 ,2270.81 ,841.91 ,21.22 
2024-04-22,2629.44 ,356.89 ,2286.29 ,845.82 ,19.80 
2024-04-23,2623.02 ,355.98 ,2294.97 ,845.44 ,18.93 
2024-04-24,2675.75 ,363.60 ,2314.00 ,862.23 ,18.02 
2024-04-25,2628.62 ,356.51 ,2308.80 ,853.26 ,18.82 
2024-04-26,2656.33 ,361.02 ,2321.03 ,856.82 ,18.32 
2024-04-29,2687.44 ,364.48 ,2342.42 ,869.72 ,18.13 
2024-04-30,2692.06 ,365.13 ,2347.11 ,868.93 ,18.14 
2024-05-02,2683.65 ,364.31 ,2343.28 ,867.48 ,17.88 
2024-05-03,2676.63 ,363.58 ,2342.44 ,865.59 ,17.51 
2024-05-07,2734.36 ,372.80 ,2356.13 ,871.26 ,17.21 
2024-05-08,2745.05 ,374.09 ,2368.50 ,872.42 ,16.46 
2024-05-09,2712.14 ,368.83 ,2366.36 ,870.15 ,16.49 
2024-05-10,2727.63 ,371.08 ,2374.61 ,864.16 ,16.29 
2024-05-13,2727.21 ,370.99 ,2380.59 ,854.43 ,16.60 
2024-05-14,2730.34 ,371.04 ,2386.11 ,862.15 ,16.73 
2024-05-16,2753.00 ,374.60 ,2402.07 ,870.37 ,15.98 
2024-05-17,2724.62 ,370.58 ,2389.56 ,855.06 ,15.98 
2024-05-20,2742.14 ,373.68 ,2395.94 ,847.08 ,15.95 
2024-05-21,2724.18 ,371.55 ,2391.75 ,846.51 ,15.85 
2024-05-22,2723.46 ,371.41 ,2389.09 ,845.72 ,15.71 
2024-05-23,2721.81 ,371.62 ,2385.43 ,846.58 ,15.22 
2024-05-24,2687.60 ,366.08 ,2385.62 ,839.41 ,15.43 
2024-05-27,2722.99 ,371.16 ,2389.12 ,847.99 ,15.21 
2024-05-28,2722.85 ,371.33 ,2396.52 ,851.01 ,15.07 
2024-05-29,2677.30 ,364.96 ,2379.27 ,838.45 ,15.66 
2024-05-30,2635.44 ,358.70 ,2357.91 ,831.99 ,16.82 
2024-05-31,2636.52 ,358.21 ,2365.32 ,839.98 ,16.90 
2024-06-03,2682.52 ,365.48 ,2401.87 ,844.72 ,16.69 
2024-06-04,2662.10 ,362.52 ,2381.76 ,845.84 ,16.64 
2024-06-05,2689.50 ,366.44 ,2380.43 ,850.75 ,16.56 
2024-06-07,2722.67 ,371.39 ,2376.27 ,866.18 ,16.64 
2024-06-10,2701.17 ,367.46 ,2392.46 ,864.71 ,17.17 
2024-06-11,2705.32 ,367.71 ,2386.65 ,868.36 ,17.16 
2024-06-12,2728.17 ,371.12 ,2397.33 ,870.67 ,17.40 
2024-06-13,2754.89 ,374.75 ,2404.97 ,871.33 ,16.52 
2024-06-14,2758.42 ,376.00 ,2415.40 ,862.19 ,16.03 
2024-06-17,2744.10 ,373.86 ,2410.66 ,858.96 ,16.71 
2024-06-18,2763.92 ,377.73 ,2417.65 ,858.95 ,16.34 
2024-06-19,2797.33 ,383.01 ,2398.82 ,861.17 ,16.33 
2024-06-20,2807.63 ,384.78 ,2414.73 ,857.51 ,16.56 
2024-06-21,2784.26 ,380.88 ,2409.18 ,852.67 ,16.52 
2024-06-24,2764.73 ,378.39 ,2396.26 ,841.52 ,17.02 
2024-06-25,2774.39 ,379.85 ,2401.18 ,841.99 ,16.98 
2024-06-26,2792.05 ,383.01 ,2402.21 ,842.12 ,16.74 
2024-06-27,2784.06 ,382.27 ,2392.56 ,838.65 ,16.57 
2024-06-28,2797.82 ,384.02 ,2403.25 ,840.44 ,16.10 
2024-07-01,2804.31 ,384.34 ,2386.67 ,847.15 ,16.05 
2024-07-02,2780.86 ,381.20 ,2365.92 ,829.91 ,15.88 
2024-07-03,2794.01 ,383.23 ,2342.98 ,836.10 ,15.55 
2024-07-04,2824.94 ,388.53 ,2345.42 ,840.81 ,16.36 
2024-07-05,2862.23 ,395.47 ,2343.45 ,847.49 ,16.72 
2024-07-08,2857.76 ,394.47 ,2368.75 ,859.27 ,16.81 
2024-07-09,2867.38 ,395.79 ,2374.42 ,860.42 ,16.28 
2024-07-10,2867.99 ,395.60 ,2379.16 ,858.55 ,16.08 
2024-07-11,2891.35 ,398.52 ,2378.41 ,852.42 ,16.12 
2024-07-12,2857.00 ,392.29 ,2372.76 ,850.37 ,16.44 
2024-07-15,2860.92 ,393.84 ,2387.92 ,852.88 ,16.47 
2024-07-16,2866.09 ,395.31 ,2382.96 ,839.61 ,16.34 
2024-07-17,2843.29 ,391.55 ,2378.64 ,829.41 ,16.53 
2024-07-18,2824.35 ,389.00 ,2362.63 ,822.48 ,16.79 
2024-07-19,2795.46 ,383.89 ,2354.68 ,828.72 ,17.27 
2024-07-22,2763.51 ,379.84 ,2330.14 ,809.96 ,18.39 
2024-07-23,2774.29 ,381.65 ,2334.43 ,812.12 ,17.47 
2024-07-24,2758.71 ,378.66 ,2333.90 ,814.25 ,17.42 
2024-07-25,2710.65 ,371.26 ,2296.10 ,797.29 ,18.77 
2024-07-26,2731.90 ,374.20 ,2317.51 ,797.56 ,17.98 
2024-07-29,2765.53 ,378.73 ,2336.33 ,807.99 ,17.51 
2024-07-30,2738.19 ,374.87 ,2310.85 ,803.78 ,17.78 
2024-07-31,2770.69 ,380.49 ,2330.39 ,803.15 ,17.51 
2024-08-01,2777.68 ,380.54 ,2351.06 ,813.53 ,17.12 
2024-08-02,2676.19 ,365.17 ,2281.48 ,779.33 ,21.77 
2024-08-05,2441.55 ,331.86 ,2084.77 ,691.28 ,45.86 
2024-08-06,2522.15 ,341.73 ,2165.00 ,732.87 ,43.08 
2024-08-07,2568.41 ,349.09 ,2207.40 ,748.54 ,30.17 
2024-08-08,2556.73 ,346.70 ,2208.80 ,745.28 ,29.02 
2024-08-09,2588.43 ,351.52 ,2243.19 ,764.43 ,26.53 
2024-08-12,2618.30 ,355.61 ,2260.27 ,772.72 ,24.49 
2024-08-13,2621.50 ,357.02 ,2248.32 ,764.86 ,23.64 
2024-08-14,2644.50 ,360.39 ,2274.04 ,776.83 ,22.10 
2024-08-16,2697.23 ,369.11 ,2282.11 ,786.33 ,19.90 
2024-08-19,2674.36 ,365.52 ,2274.71 ,777.47 ,23.22 
2024-08-20,2696.63 ,368.99 ,2300.57 ,787.44 ,21.03 
2024-08-21,2701.13 ,368.22 ,2291.65 ,779.87 ,21.18 
2024-08-22,2707.67 ,369.10 ,2276.46 ,773.47 ,21.16 
2024-08-23,2701.69 ,367.91 ,2275.17 ,773.26 ,21.28 
2024-08-26,2698.01 ,366.31 ,2263.69 ,766.79 ,20.96 
2024-08-27,2689.25 ,364.56 ,2264.22 ,764.95 ,19.76 
2024-08-28,2689.83 ,365.28 ,2247.40 ,762.50 ,19.38 
2024-08-29,2662.28 ,360.10 ,2228.89 ,756.04 ,19.80 
2024-08-30,2674.31 ,361.55 ,2241.65 ,767.66 ,18.81 
2024-09-02,2681.00 ,362.09 ,2239.04 ,769.21 ,19.34 
2024-09-03,2664.63 ,358.80 ,2242.19 ,760.37 ,19.73 
2024-09-04,2580.80 ,346.66 ,2189.04 ,731.75 ,26.04 
2024-09-05,2575.50 ,345.92 ,2175.84 ,725.28 ,25.50 
2024-09-06,2544.28 ,342.37 ,2147.38 ,706.59 ,26.81 
2024-09-09,2535.93 ,340.18 ,2165.09 ,714.46 ,25.61 
2024-09-10,2523.43 ,338.48 ,2153.42 ,706.20 ,23.84 
2024-09-11,2513.37 ,335.65 ,2148.57 ,709.42 ,24.06 
2024-09-12,2572.09 ,343.85 ,2184.69 ,731.03 ,21.73 
2024-09-13,2575.41 ,343.69 ,2198.26 ,733.20 ,21.68 
2024-09-19,2580.80 ,343.28 ,2204.89 ,739.51 ,22.16 
2024-09-20,2593.37 ,344.67 ,2219.98 ,748.33 ,21.00 
2024-09-23,2602.01 ,345.78 ,2221.20 ,755.12 ,21.49 
2024-09-24,2631.68 ,349.61 ,2233.15 ,767.35 ,22.26 
2024-09-25,2596.32 ,344.56 ,2226.00 ,759.30 ,23.91 
2024-09-26,2671.57 ,356.44 ,2250.73 ,779.18 ,25.63 
2024-09-27,2649.78 ,353.93 ,2250.47 ,774.49 ,25.40 
2024-09-30,2593.27 ,344.76 ,2230.61 ,763.88 ,25.44 
2024-10-02,2561.69 ,340.72 ,2208.19 ,762.13 ,25.89 
2024-10-04,2569.71 ,341.74 ,2214.51 ,768.98 ,25.84 
2024-10-07,2610.38 ,347.34 ,2234.08 ,781.01 ,25.41 
2024-10-08,2594.36 ,344.23 ,2227.01 ,778.24 ,25.62 
2024-10-10,2599.16 ,345.21 ,2228.21 ,775.48 ,23.27 
2024-10-11,2596.91 ,345.45 ,2223.84 ,770.98 ,21.99 
2024-10-14,2623.29 ,349.74 ,2233.41 ,770.26 ,21.81 
2024-10-15,2633.45 ,351.07 ,2233.36 ,773.81 ,21.24 
2024-10-16,2610.36 ,347.26 ,2229.54 ,765.79 ,21.65 
2024-10-17,2609.30 ,347.73 ,2223.79 ,765.06 ,21.09 
2024-10-18,2593.82 ,345.42 ,2209.46 ,753.22 ,20.75 
2024-10-21,2604.92 ,346.62 ,2213.02 ,759.95 ,20.90 
2024-10-22,2570.70 ,342.09 ,2187.77 ,738.34 ,21.70 
2024-10-23,2599.62 ,346.27 ,2189.59 ,745.19 ,21.54 
2024-10-24,2581.03 ,342.88 ,2177.02 ,734.59 ,22.09 
2024-10-25,2583.27 ,343.37 ,2164.16 ,727.41 ,22.12 
2024-10-28,2612.43 ,347.27 ,2182.66 ,740.48 ,21.92 
2024-10-29,2617.80 ,348.28 ,2183.45 ,744.18 ,21.44 
2024-10-30,2593.79 ,345.00 ,2179.83 ,738.19 ,21.55 
2024-10-31,2556.15 ,339.32 ,2181.68 ,743.06 ,22.65 
2024-11-01,2542.36 ,337.49 ,2168.25 ,729.05 ,22.95 
2024-11-04,2588.97 ,343.60 ,2186.89 ,754.08 ,22.83 
2024-11-05,2576.88 ,341.47 ,2191.40 ,751.81 ,22.52 
2024-11-06,2563.51 ,340.61 ,2188.16 ,743.31 ,20.72 
2024-11-07,2564.63 ,340.87 ,2186.29 ,733.52 ,19.77 
2024-11-08,2561.15 ,339.71 ,2185.35 ,743.38 ,19.03 
2024-11-11,2531.66 ,334.64 ,2154.89 ,728.84 ,19.82 
2024-11-12,2482.57 ,327.31 ,2110.13 ,710.52 ,21.62 
2024-11-13,2417.08 ,318.84 ,2064.38 ,689.65 ,24.86 
2024-11-14,2418.86 ,317.70 ,2064.28 ,681.56 ,23.41 
2024-11-15,2416.86 ,320.53 ,2077.01 ,685.42 ,21.74 
2024-11-18,2469.07 ,328.44 ,2092.78 ,689.55 ,21.09 
2024-11-19,2471.95 ,328.11 ,2099.31 ,686.12 ,20.01 
2024-11-20,2482.29 ,329.02 ,2101.86 ,682.91 ,19.93 
2024-11-21,2480.63 ,329.49 ,2103.18 ,680.67 ,19.46 
2024-11-22,2501.24 ,332.36 ,2111.88 ,677.01 ,18.91 
2024-11-25,2534.34 ,336.63 ,2128.75 ,696.83 ,18.59 
2024-11-26,2520.36 ,335.60 ,2137.76 ,693.15 ,18.50 
2024-11-27,2503.06 ,332.32 ,2128.67 ,692.00 ,18.20 
2024-11-28,2504.67 ,331.45 ,2124.81 ,694.39 ,17.72 
2024-11-29,2455.91 ,325.45 ,2094.67 ,678.19 ,19.34 
2024-12-02,2454.48 ,325.34 ,2072.51 ,675.84 ,19.94 
2024-12-03,2500.10 ,331.44 ,2096.11 ,690.80 ,19.07 
2024-12-04,2464.00 ,326.59 ,2070.03 ,677.15 ,21.34 
2024-12-05,2441.85 ,323.87 ,2045.08 ,670.94 ,20.73 
2024-12-06,2428.16 ,322.07 ,2024.11 ,661.33 ,22.00 
2024-12-09,2360.58 ,313.74 ,1948.23 ,627.01 ,23.45 
2024-12-10,2417.84 ,320.79 ,2032.95 ,661.59 ,21.62 
2024-12-11,2442.51 ,323.86 ,2088.09 ,675.92 ,20.60 
2024-12-12,2482.12 ,329.04 ,2102.70 ,683.35 ,19.91 
2024-12-13,2494.46 ,330.49 ,2122.06 ,693.73 ,19.49 
2024-12-16,2488.97 ,329.61 ,2128.77 ,698.53 ,18.88 
2024-12-17,2456.81 ,325.25 ,2129.33 ,694.47 ,18.36 
2024-12-18,2484.43 ,329.72 ,2144.48 ,697.57 ,17.96 
2024-12-19,2435.93 ,322.38 ,2131.43 ,684.36 ,20.30 
2024-12-20,2404.15 ,318.33 ,2107.54 ,668.31 ,21.45 
2024-12-23,2442.01 ,322.98 ,2143.19 ,679.24 ,20.07 
2024-12-24,2440.52 ,323.39 ,2143.34 ,680.11 ,20.02 
2024-12-26,2429.67 ,321.45 ,2134.45 ,675.64 ,20.49 
2024-12-27,2404.77 ,319.03 ,2089.32 ,665.97 ,20.88 
2024-12-30,2399.49 ,317.82 ,2094.16 ,678.19 ,21.14 
2025-01-02,2398.94 ,317.77 ,2107.77 ,686.63 ,20.70 
2025-01-03,2441.92 ,324.00 ,2123.77 ,705.76 ,20.31 
2025-01-06,2488.64 ,331.52 ,2143.96 ,717.96 ,20.71 
2025-01-07,2492.10 ,330.89 ,2148.65 ,718.29 ,20.24 
2025-01-08,2521.05 ,334.95 ,2151.70 ,719.63 ,20.20 
2025-01-09,2521.90 ,335.40 ,2153.00 ,723.52 ,19.90 
2025-01-10,2515.78 ,334.55 ,2161.40 ,717.89 ,19.92 
2025-01-13,2489.56 ,330.31 ,2148.70 ,708.21 ,20.49 
2025-01-14,2497.40 ,330.74 ,2155.44 ,718.04 ,19.25 
2025-01-15,2496.81 ,330.97 ,2141.44 ,711.61 ,19.26 
2025-01-16,2527.49 ,335.73 ,2150.92 ,724.24 ,18.14 
2025-01-17,2523.55 ,335.09 ,2156.67 ,724.69 ,17.68 
2025-01-20,2520.05 ,333.94 ,2154.17 ,727.66 ,18.45 
2025-01-21,2518.03 ,334.44 ,2153.49 ,726.07 ,18.30 
2025-01-22,2547.06 ,338.76 ,2153.80 ,732.31 ,17.67 
2025-01-23,2515.49 ,334.50 ,2130.00 ,724.01 ,17.79 
2025-01-24,2536.80 ,336.74 ,2145.05 ,728.74 ,17.96 
2025-01-31,2517.37 ,333.36 ,2127.32 ,728.29 ,18.79 
2025-02-03,2453.95 ,324.55 ,2084.31 ,703.80 ,22.08 
2025-02-04,2481.69 ,328.72 ,2110.13 ,719.92 ,20.91 
2025-02-05,2509.27 ,332.47 ,2123.21 ,730.98 ,20.06 
2025-02-06,2536.75 ,336.53 ,2136.46 ,740.32 ,19.12 
2025-02-07,2521.92 ,333.89 ,2124.72 ,742.90 ,19.29 
2025-02-10,2521.27 ,334.50 ,2128.24 ,749.67 ,19.95 
2025-02-11,2539.05 ,336.67 ,2131.99 ,749.59 ,19.28 
2025-02-12,2548.39 ,337.23 ,2125.60 ,745.18 ,18.80 
2025-02-13,2583.17 ,341.06 ,2145.93 ,749.28 ,18.03 
2025-02-14,2591.05 ,342.76 ,2149.66 ,756.32 ,17.70 
2025-02-17,2610.42 ,345.11 ,2168.41 ,768.48 ,18.06 
2025-02-18,2626.81 ,347.84 ,2180.19 ,773.65 ,17.88 
2025-02-19,2671.52 ,354.53 ,2190.24 ,778.27 ,18.49 
2025-02-20,2654.06 ,352.15 ,2188.66 ,768.27 ,18.64 
2025-02-21,2654.58 ,351.92 ,2202.37 ,774.65 ,18.64 
2025-02-24,2645.27 ,349.90 ,2206.03 ,773.33 ,19.48 
2025-02-25,2630.29 ,347.54 ,2208.41 ,769.43 ,19.60 
2025-02-26,2641.09 ,349.31 ,2216.42 ,771.41 ,19.93 
2025-02-27,2621.75 ,346.45 ,2205.20 ,770.85 ,19.32 
2025-02-28,2532.78 ,334.27 ,2170.86 ,743.96 ,22.86 
2025-03-04,2528.92 ,334.02 ,2163.32 ,737.90 ,23.47 
2025-03-05,2558.13 ,337.08 ,2201.18 ,746.95 ,22.17 
2025-03-06,2576.16 ,340.31 ,2199.80 ,734.92 ,21.27 
2025-03-07,2563.48 ,338.42 ,2188.54 ,727.70 ,21.97 
2025-03-10,2570.39 ,338.79 ,2185.46 ,725.82 ,22.13 
2025-03-11,2537.60 ,334.96 ,2164.48 ,721.50 ,24.08 
2025-03-12,2574.82 ,340.89 ,2162.90 ,729.49 ,23.08 
2025-03-13,2573.64 ,341.42 ,2159.75 ,722.80 ,23.11 
2025-03-14,2566.36 ,340.80 ,2175.31 ,734.26 ,22.00 
2025-03-17,2610.69 ,348.19 ,2181.68 ,743.51 ,20.85 
2025-03-18,2612.34 ,347.84 ,2187.69 ,745.54 ,20.41 
2025-03-19,2628.62 ,350.85 ,2189.53 ,738.35 ,20.33 
2025-03-20,2637.10 ,353.50 ,2179.28 ,725.15 ,19.60 
2025-03-21,2643.13 ,355.18 ,2167.46 ,719.41 ,19.66 
2025-03-24,2632.07 ,353.24 ,2174.05 ,720.22 ,19.68 
2025-03-25,2615.81 ,351.09 ,2157.10 ,711.26 ,19.64 
2025-03-26,2643.94 ,355.00 ,2160.43 ,716.48 ,19.67 
2025-03-27,2607.15 ,350.26 ,2149.05 ,707.49 ,20.44 
2025-03-28,2557.98 ,342.96 ,2118.85 ,693.76 ,21.18 
2025-03-31,2481.12 ,332.40 ,2073.10 ,672.85 ,25.35 
2025-04-01,2521.39 ,338.22 ,2114.82 ,691.45 ,24.21 
2025-04-02,2505.86 ,336.26 ,2106.00 ,684.85 ,24.50 
2025-04-03,2486.70 ,332.92 ,2092.96 ,683.49 ,26.09 
2025-04-04,2465.42 ,328.67 ,2109.96 ,687.39 ,26.80 
2025-04-07,2328.20 ,309.60 ,2036.80 ,651.30 ,44.23 
2025-04-08,2334.23 ,310.03 ,2060.38 ,658.45 ,37.83 
2025-04-09,2293.70 ,304.53 ,2027.22 ,643.39 ,40.97 
2025-04-10,2445.06 ,325.08 ,2100.77 ,681.79 ,28.20 
2025-04-11,2432.72 ,322.32 ,2111.35 ,695.59 ,31.47 
2025-04-14,2455.89 ,325.33 ,2127.78 ,708.98 ,28.32 
